((20130203,http://www.ndp.ca/,https://twitter.com/intent/user?user_id=188007231),21)
((20130805,http://www.ndp.ca/,https://twitter.com/intent/user?user_id=188007231),19)
((20121103,http://www.ndp.ca/,https://twitter.com/intent/user?user_id=188007231),17)
((20140505,http://www.ndp.ca/,https://twitter.com/intent/user?user_id=188007231),15)
((20130505,http://www.ndp.ca/,https://twitter.com/intent/user?user_id=188007231),13)
((20131105,http://www.ndp.ca/,https://twitter.com/intent/user?user_id=188007231),13)
((20140805,http://www.ndp.ca/,https://twitter.com/intent/user?user_id=188007231),11)
((20121103,http://www.ndp.ca/,http://twitter.com/search?q=%23NDP),11)
((20150206,http://www.ndp.ca/,https://twitter.com/intent/user?user_id=363997684),11)
((20141105,http://www.ndp.ca/,https://twitter.com/intent/user?user_id=363997684),10)
((20130203,http://www.ndp.ca/,http://twitter.com/search?q=%23NDP),10)
((20150505,http://www.ndp.ca/,https://twitter.com/intent/user?user_id=363997684),10)
((20130505,http://www.ndp.ca/,http://twitter.com/search?q=%23NDP),10)
((20130805,http://www.ndp.ca/,http://www.ndp.ca/donate),9)
((20130505,http://www.ndp.ca/,https://twitter.com/intent/user?user_id=363997684),9)
((20121103,http://www.ndp.ca/,http://www.ndp.ca/donate),9)
((20130203,http://www.ndp.ca/,http://www.ndp.ca/donate),9)
((20131105,http://www.ndp.ca/,http://www.ndp.ca/donate),9)
((20130505,http://www.ndp.ca/,http://www.ndp.ca/donate),9)
((20130203,http://www.ndp.ca/,http://www.ndp.ca/join),8)
((20140505,http://www.ndp.ca/,http://twitter.com/search?q=%23NDPaction),8)
((20141105,http://www.ndp.ca/,https://twitter.com/intent/user?user_id=188007231),8)
((20131105,http://www.ndp.ca/,http://twitter.com/search?q=%23NDP),8)
((20130805,http://www.ndp.ca/,http://twitter.com/search?q=%23cdnpoli),8)
((20141105,http://www.ndp.ca/,http://twitter.com/search?q=%23cdnpoli),8)
((20131105,http://www.ndp.ca/,http://www.ndp.ca/join),8)
((20130505,http://www.ndp.ca/,http://www.ndp.ca/join),8)
((20130805,http://www.ndp.ca/,http://www.ndp.ca/join),8)
((20121103,http://www.ndp.ca/,http://www.ndp.ca/join),8)
((20141105,http://www.ndp.ca/,http://twitter.com/search?q=%23NDP),8)
((20150206,http://www.ndp.ca/,http://twitter.com/search?q=%23cdnpoli),8)
((20150206,http://www.ndp.ca/,http://twitter.com/search?q=%23NDP),8)
((20140805,http://www.ndp.ca/,http://twitter.com/search?q=%23NDP),7)
((20131105,http://www.ndp.ca/,http://twitter.com/search?q=%23cdnpoli),7)
((20140505,http://www.ndp.ca/,http://www.ndp.ca/donate),7)
((20150206,http://www.ndp.ca/,http://www.ndp.ca/donate),7)
((20150505,http://www.ndp.ca/,http://twitter.com/search?q=%23NDP),7)
((20150206,http://www.ndp.ca/,https://twitter.com/intent/user?user_id=188007231),7)
((20140805,http://www.ndp.ca/,http://www.ndp.ca/donate),7)
((20130805,http://www.ndp.ca/,http://www.ndp.ca/endp-subscribe),7)
((20150505,http://www.ndp.ca/,http://www.ndp.ca/donate),7)
((20131105,http://www.ndp.ca/,http://www.ndp.ca/endp-subscribe),7)
((20141105,http://www.ndp.ca/,http://www.ndp.ca/donate),7)
((20121103,http://www.ndp.ca/,http://www.ndp.ca/endp-subscribe),7)
((20130505,http://www.ndp.ca/,http://www.ndp.ca/endp-subscribe),7)
((20130203,http://www.ndp.ca/,http://www.ndp.ca/endp-subscribe),7)
((20130805,http://www.ndp.ca/,http://twitter.com/search?q=%23NDP),6)
((20131105,http://www.ndp.ca/,http://www.ndp.ca/app),6)
((20150206,http://www.ndp.ca/,http://www.ndp.ca/join),6)
((20130505,http://www.ndp.ca/,http://www.ndp.ca/volunteer),6)
((20121103,http://www.ndp.ca/,http://www.ndp.ca/volunteer),6)
((20121103,http://www.ndp.ca/,http://twitter.com/search?q=%23cdnpoli),6)
((20130203,http://www.ndp.ca/,http://www.ndp.ca/app),6)
((20150505,http://www.ndp.ca/,http://www.ndp.ca/join),6)
((20141105,http://www.ndp.ca/,http://www.ndp.ca/join),6)
((20130805,http://www.ndp.ca/,http://www.ndp.ca/volunteer),6)
((20130203,http://www.ndp.ca/,http://twitter.com/search?q=%23cdnpoli),6)
((20130203,http://www.ndp.ca/,http://www.ndp.ca/volunteer),6)
((20150505,http://www.ndp.ca/,https://twitter.com/intent/user?user_id=188007231),6)
((20140505,http://www.ndp.ca/,http://www.ndp.ca/join),6)
((20131105,http://www.ndp.ca/,http://www.ndp.ca/volunteer),6)
((20130805,http://www.ndp.ca/,http://www.ndp.ca/app),6)
((20121103,http://www.ndp.ca/,http://www.ndp.ca/app),6)
((20130505,http://www.ndp.ca/,http://twitter.com/search?q=%23cdnpoli),6)
((20140805,http://www.ndp.ca/,http://www.ndp.ca/join),6)
((20130505,http://www.ndp.ca/,http://www.ndp.ca/app),6)
